claim_id	paraphrase	label	source	locator	note
dsn-19	Gemini 2.5 Flash Lite is off by $58.68 and Grok 4.1 fast (non-reasoning) by $57.62	reported	course-6100015	06-21	lines 42-56 and 65-83; the wrap calls the Gemini run "2.5 flash"
dsn-20	GPT-5.1 with reasoning off is off by $44.74, the best prompt-only result; a rerun with high reasoning gave about the same	reported	course-6100015	06-21	lines 85-105 and 160-161
dsn-21	Supervised fine-tuning of GPT-4.1 nano on 20,000 examples cost $3.42	reported	course-6100015	06-23	lines 38-41; one epoch, batch 16 (06-24 lines 24-40); 50 validation items (06-23 line 121)
dsn-22	The fine-tuned nano is off by $75.91, worse than its own untuned base at $62.51	reported	course-6100015	06-25	lines 155-166; single run with high variance; an earlier run of the same setup gave 67.75 (lines 172-178)
dsn-23	The lecturer reads the fast early drop in training loss as the model learning the answer format (a dollar sign then a number), not the pricing skill	reported	course-6100015	06-24	lines 143-171; the lecturer's reading
dsn-24	The lecturer's diagnosis: frontier fine-tuning suits style, tone, output format and edge cases, not expertise a prompt can already ask for; the run most likely added noise rather than changing performance	reported	course-6100015	06-26	lines 10-35
dsn-25	A home-built 289M-parameter deep network trained five epochs on the 800,000 items is off by $46.49, beating every frontier model except GPT-5.1	reported	course-6100015	06-27	lines 33, 55-57, 77-88 and 98-99
dsn-26	The lecturer attributes the small model's result to training on 800,000 examples of this one task and nothing else	reported	course-6100015	06-27	lines 96-105; 07-24 lines 85-96 make the same point as "a lot of very specific data" without the number
dsn-27	A LoRA fine-tune of Llama 3.2 with rank-32 adapters on attention only, one hour on a free T4, is off by $65.40	reported	course-6100015	07-23	lines 59-70 and 106-119; one hour at 07-24 line 106
dsn-28	A LoRA fine-tune with rank-256 adapters on attention and MLP layers, two epochs over all the data, is off by $39.85, below every frontier model tested	reported	course-6100015	07-24	lines 21-29, 51-69 and 110-112; 4-bit base (line 74); checkpoint step 6200 (07-23 lines 22-26)
dsn-29	The week-7 validation runs used a separate set; the 200-item test set was held out until the final evaluation	reported	course-6100015	07-23	lines 33-34
dsn-30	If the random rung's plus or minus $37 is a 95% half-width on 200 items, its standard error is about $19; the other rungs carry no stated interval, and gaps of $1 to $2 between adjacent rungs (62.51 vs 63.97; 57.62 vs 58.68) cannot be read as rankings	observed	course-6100015	06-13	book's arithmetic on lines 200-202; the 37/1.96 step is the book's; the SD of the random pricer does not transfer to better rungs
dsn-31	Labellers preferred 175B InstructGPT to 175B GPT-3 85 plus or minus 3% of the time and to few-shot GPT-3 71 plus or minus 4%; on closed-domain tasks hallucination was 21% vs 41%	reported	instructgpt	3	physical page 3 = printed 3; n behind the interval not stated on this page
dsn-32	Training labellers agreed with one another 72.6 plus or minus 1.5% of the time and held-out labellers 77.3 plus or minus 1.3%	reported	instructgpt	8	held-out labellers came from the same vendors without the screening test
dsn-33	Labellers ranked 4 to 9 responses per prompt, yielding K-choose-2 comparisons; shuffling those correlated pairs into one dataset made the reward model overfit in a single pass, so each prompt's pairs became one batch element	reported	instructgpt	8	section 3.5 and footnote 5; SFT overfit on validation loss after one of 16 epochs yet kept improving on reward-model score
dsn-34	Ranking K = 9 responses gives 36 pairwise comparisons per prompt and K = 4 gives 6	observed	instructgpt	8	book's arithmetic on the K-choose-2 statement
dsn-35	On twelve monthly test points a pretrained N-BEATS scored MAE 1.59 and sMAPE 3.56% against 1.99/4.63% fine-tuned and 1.90/4.23% trained from scratch, and the text concludes pretrained models generalise	reported	ts-foundation	48	physical page 48 = printed 28, Table 2.1; last-12-step test set at physical p. 44; fine-tune ran 10 steps and from-scratch 100 (physical pp. 45-46)
dsn-36	On twelve daily test points the same pretrained model scored MAE 2.59 and sMAPE 8.69% against 1.34 and 4.87% for a model trained on that series, which the text calls a 50% improvement and a frequency effect	reported	ts-foundation	51	physical page 51 = printed 31, Table 2.2; the ratios are 0.52 and 0.56; the trained model had 500 steps (physical p. 49) and a different domain
dsn-40	Twelve golden questions: keyword rule top-1 6/12, MRR 0.750, recall@3 1.000; encoder 6/12, 0.615, 0.583 ± 0.142; rule cost 173 word comparisons per query word	observed	huyen-dmls	236	run.log
dsn-41	Six click-log paraphrases with no shared word: rule 0/6, MRR 0; encoder (trained on the pairs) 4/6, MRR 0.833, recall@3 1.000	observed	huyen-dmls	115	run.log; fit on training pairs, as chapter 1's top-1
dsn-42	Ledger with invented prices (margin 4, query costs 0.00001 and 0.0002, golden set 300, build 1,200, upkeep 150 a month), both sides scored on the held-out rates 0/6 and 5/6: at 15% new paraphrases the lookup+rule hits 0.425 and the encoder 0.550, the encoder nets 0.4998 per query and breaks even after 3,001 queries then 300 a month; at 30%, 1,500 then 150; margin 1.0 gives 12,018 then 1,202 and share 0.05 gives 9,010 then 901 per run-variations.log	observed	course-6100015	06-07	run.log, run-variations.log (2026-09-17 rework; the earlier row's 0.40 / 3,752 was the pre-held-out ledger)
dsn-43	Random pricer ±37 at 95% on 200 items: SE 18.9, per-item spread about 267; a 200-item mean has SE 2.8 / 4.2 / 5.7 if the per-item spread is 40 / 60 / 80, a 50-item mean 5.7 / 8.5 / 11.3; 62.51 vs 63.97 is a gap of 1.46	observed	course-6100015	06-13	run-worked.log; the book's arithmetic, the course reports only the interval
dsn-44	K-choose-2 is 6 at K = 4 and 36 at K = 9; 85 ± 3% implies about 544 comparisons as a 95% interval or 142 as one SE; 1.34 / 2.59 = 0.517	observed	instructgpt	8	run-worked.log
dsn-45	Reader case on chapter 2's 500 test listings (19 blades): classifier at 0.05 catches 13/19 (0.684 ± 0.107), 69 false flags, cost 258; seller-declared rule with an invented 25% dodge and 2% false declaration catches 17/19 (0.895 ± 0.070), 8 false flags, cost 56; both 19/19, 75 false flags, 150; monthly at 20,000 listings: classifier 5,520 review + 4,800 misses, rule 640 + 1,600, both 6,000 + 0	observed	huyen-dmls	236	reader-case.log; seller behaviour and prices invented and labelled
dsn-46	Six held-out paraphrases (click-log content words with connectors, never trained on): keyword rule top-1 0/6, MRR 0.083, recall@3 0.167 ± 0.152 (one stopword hit at rank 2); lookup+rule the same; encoder 5/6, MRR 0.854, recall@3 0.833 ± 0.152, missing travelling type	observed	huyen-dmls	115	run.log; the ledger's held-out rates
dsn-47	Worked question 1 (2026-09-22): at a 15% share, one held-out hit fewer (4/6) gives encoder 0.525 against 0.425, net 0.3998 a query, break-even 3,752 once then 375 a month; 3/6 gives 0.2998, 5,003 then 500; each held-out hit in six is worth 0.15 x 4 / 6 = 0.10 a query	observed	course-6100015	06-07	the book's own arithmetic; run-worked.log section 2
dsn-48	Worked question 2 (2026-09-22): the standard error of the difference between 0.91 and 0.88 on 200 items is sqrt(0.91 x 0.09 / 200 + 0.88 x 0.12 / 200) = 0.031, so a gap of 0.03 is one SE; on 2,000 items 0.0097, three SE	observed	course-6100015	06-13	the book's own arithmetic; run-worked.log section 3
