claim_id	paraphrase	label	source	locator	note
ttn-21	Precision at TPR 0.8, FPR 0.1: 0.296 when 5% are blades, 0.889 when half are	observed	geron-pytorch	pp. 146–151	the book's own arithmetic; run-worked.log section 5b
ttn-22	Augmentation is applied to the training set only; a too-wide rotation range produced images unlike validation and lowered accuracy; add transforms one at a time	inferred	course-4735368	11-04	
ttn-23	Each transform has its own probability; choose transforms by what the dataset allows; always look at augmented outputs	inferred	course-4735368	08-05	
ttn-24	Horizontal flip is generally fine except for text and other asymmetrical objects; augmentation normally training-only	inferred	geron-pytorch	pp. 468–469	physical pages
ttn-25	Flip variation: random horizontal flip leaves category accuracy at 0.878 but cuts blade recall 0.266 -> 0.056 and raises blades shown as lamps 26 -> 88	observed	course-4735368	08-05	the book's own run; run-variations.log; reproduced by the main exercise in run.log, 2026-09-16
ttn-26	Validation photos with blade score in [0.02, 0.0909): 209, of which 12.0% are blades; [0, 0.02): 2.1%; [0.0909, 0.5): 32.3%; [0.5, 1]: 52.3%	observed	geron-pytorch	pp. 146–151	the book's own run; run-variations.log
ttn-27	Prefetch lets the next batch load while the current one trains; parallel map calls	inferred	course-4735368	03-11	
ttn-28	DataLoader num_workers pre-fetches on CPU while the accelerator works; prefetch_factor per worker; pin_memory; worker start-up cost; persistent_workers	inferred	geron-pytorch	p. 367	physical page
ttn-29	Pipeline table: L 320 ms (5 ms x 64), C 100 ms; steps 420/320/160/106.7/100/100 ms; busy 23.8/31.2/62.5/93.8/100/100%; epoch of 100,000 photos = 1,563 steps: 656/500/250/167/156/156 s	observed	geron-pytorch	p. 367	the book's own numbers; run-worked.log section 7
ttn-30	Work-queue pattern: independent items processed by several workers; caching preprocessed batches	inferred	dist-ml-patterns	pp. 29, 59–60	physical pages
ttn-31	Many small files: store as larger record files; preprocessed data can be stored once	inferred	course-4735368	11-05	
ttn-32	Exercise: held-out photos with a sibling in training 0.994; split by photo 0.924, by product 0.878; never-flag 0.938; class weights [2.0, 3.24, 7.17, 19.23]; unweighted blade recall 0.266, weighted 0.395; validation cost by threshold, chosen 0.02; test photo-split 0.873, product-split 0.886, shipped recall 0.711 cost 1114.0 vs 1236.0; loader forecast vs measured	observed	course-4735368	03-09	the book's own run; corpus/trust-the-number/run.log; timings vary by a few ms between runs
ttn-33	DataLoader with num_workers=0 loads in the main process; prefetch_factor x num_workers batches outstanding	reported	https://github.com/pytorch/pytorch/blob/v2.14.0/torch/utils/data/dataloader.py	docstring and _MultiProcessingDataLoaderIter	as of PyTorch 2.14
ttn-34	MISS_COST 5 variation: validation sweep chooses 0.2; shipped row on test flags 73 false, misses 52, cost 406.0	observed	geron-pytorch	pp. 146–151	the book's own run; run-variations.log
ttn-35	Exact winner's curse under independence: X ~ Binomial(500, 0.88); P(X >= 450) = 0.0932; P(best of 12 >= 450) = 1 - (1 - 0.0932)^12 = 0.6909; E[max/500] = 0.9031	observed	huyen-dmls	p. 116	the book's own arithmetic (math.comb), 2026-09-14
ttn-36	Training label counts [3996, 2472, 1116, 416] of 8,000; weights 8000/count = 2.00, 3.24, 7.17, 19.23	observed	course-4735368	06-02	the book's own run; listing_check.py prints the counts
ttn-37	Per-listing scoring (mean of four softmax vectors): validation threshold 0.05; test accuracy 0.946, blade recall 0.684 (13 of 19), 69 false flags, 6 misses, cost 258 vs 310 at argmax; SE sqrt(0.946 x 0.054 / 500) = 0.010; recall SE sqrt(0.684 x 0.316 / 19) = 0.11	observed	course-4735368	06-02	the book's own run; run-variations.log
ttn-38	Public malaria cell image dataset has equal numbers of parasitized and uninfected cells; used for the same image classification pipeline	inferred	course-4735368	04-03	
