claim_id	paraphrase	label	source	locator	note
kra-12	Fraud labels wait for a dispute window of one to three months; such labels suit quarterly reporting but are too slow to catch a failing model early.	reported	huyen-dmls	318–319	Topic 2 third clock.
kra-13	Accuracy-type metrics need ground truth, which in production is missing or delayed; an unexplained rise or fluctuation in accuracy also deserves investigation, not only a drop.	reported	huyen-dmls	331	Topic 2 and 4.
kra-14	Without labels one can still monitor the input distribution; comparing summary statistics with training is a cheap first check, but matching statistics do not show that nothing shifted.	reported	huyen-dmls	332	Also reports TFDV used only summary statistics as of October 2021; topic 3.
kra-15	A two-sample test can flag a shift between two samples, but significance is not practical importance; the KS test works on one-dimensional data only and can raise many false alarms.	reported	huyen-dmls	332–333	p. 333 recommends reducing dimensionality before a two-sample test. Trap: Huyen's wording of significance misreads the p-value; do not repeat. Topic 3.
kra-16	A cumulative metric keeps all past windows and can hide a short dip that a sliding-window metric shows; shorter windows detect change sooner but raise more false alarms.	reported	huyen-dmls	334–335	Figure 7-4 dip between hours 16 and 18 (credited to MadeWithML). Text typo cumulative sliding accuracy. Topic 2.
kra-17	Detecting a shift is easier than finding its cause, and not every degradation needs an ML fix; many are human errors.	reported	huyen-dmls	336	Topic 4.
kra-18	An undercomplete autoencoder has a coding smaller than its input, so it cannot copy and must keep the most important structure of the data.	reported	geron-pytorch	728	Printed page 698; p. 727 has only the memory analogy. Topic 3.
kra-19	Inputs unlike the training data reconstruct badly, so reconstruction MSE can serve as an anomaly score with a threshold above which an input is called anomalous.	reported	geron-pytorch	733	Printed page 703. No method for choosing the threshold is given; the book does not discuss out-of-distribution inputs that reconstruct well. Topic 3.
kra-20	Setting the anomaly threshold at the 95th percentile of reconstruction errors flags the top 5 percent of whatever data is scored, so the flag rate is fixed by the choice, not found in the data.	inferred	course-5004958	08-02	Lines 221–225 (per-file numbering; the autoencoder-learns-normal notes use concatenated numbering, +29). Topic 3.
kra-22	When a drift alert fires, first check whether it is a data-quality problem or a real change, investigate the cause, and decide whether it matters; drift can be accepted, awaited or treated as a false alert, and a model may keep performing despite it.	reported	ml-system-design	§14.4.4 How to react	Subsection Data drift; lists alternatives to retraining such as adapting preprocessing or moving the decision threshold. Topic 4.
kra-23	A small held-out share of items shown without the model's filtering and used for training, including items with no user reaction, avoids the skew of learning only from what the model let through.	reported	burkov-mle	249	Section 9.1.6 hidden feedback loops, spam-folder example. Topic 5.
kra-24	A degenerate feedback loop arises when a system's predictions shape the feedback that trains its next version.	reported	huyen-dmls	323	Topic 5.
kra-25	Popularity or exposure bias can be detected by measuring accuracy per popularity bucket and by predictions becoming more homogeneous over time.	reported	huyen-dmls	324	Chia et al. 2021 hit rate against popularity; heading typo generative for degenerate. Topic 5.
kra-26	Showing random items and learning from their feedback corrects the loop but costs user experience; TikTok gives each new video a random initial traffic pool of up to hundreds of impressions.	reported	huyen-dmls	324–325	TikTok detail reported; positional features as second correction on p. 325. Topic 5.
kra-27	To estimate live performance, randomly set aside production inputs, send them for labelling, compute the metric and alert on significant degradation.	reported	burkov-mle	260	Unbiased counterpart to reviewing only flagged items. Topic 2 and 5.
kra-28	The example evaluator gate combines an absolute floor (accuracy at least 0.5) with a change threshold against a baseline (higher is better, absolute margin -1e-10), and the baseline is the latest blessed model found by a resolver.	reported	kubeflow-cml	283–284	The -1e-10 margin means no worse than baseline, with no allowance for evaluation noise (inferred). Prose on p. 283 wrongly calls the taxi example sentiment. Topic 6.
kra-29	The pusher publishes a model for serving only if the evaluator blessed it.	reported	kubeflow-cml	289–290	Pusher inputs model and blessing on p. 289; explanation on p. 290. p. 291 names ModelValidator, an outdated component. Topic 6.
kra-30	After retraining, a script should evaluate both the candidate and the current model on a refreshed test set, release the candidate only when its score is no lower, and trigger an investigation otherwise.	reported	geron-pytorch	133	Printed page 103; also monitor input quality (missing features, mean or std drift, new categories). Topic 6 and 3.
kra-31	A point estimate slightly better than the production model may not justify launch; a bootstrap confidence interval shows how precise it is.	reported	geron-pytorch	129	Printed page 99; author's 0.1 percent hypothetical, housing CI 39,521 to 43,702 reported. Topic 6.
kra-32	A canary runs the new version beside the current one through weighted routing between two model servers, and the weights are raised over time until all traffic reaches the new version.	reported	openshift-mlops	171–173	Printed pages 154–156. Trap on p. 173: 77 percent plus remaining 33 percent. Weighted routing splits requests, not users; promotion is manual (inferred). Topic 6.
kra-34	With timely labels one can skip distribution-drift monitoring and validate inputs; with delayed ground truth a fuller drift detection system is needed, weighting key features and using a higher threshold for many weak ones to avoid false positives.	reported	ml-system-design	§14.4.4 Drift detection framework	Topic 6 and 2.
kra-35	Business outcome metrics are noisy, affected by factors outside the model and measurable only after time passes, so teams optimise model metrics now and check the business metric later; evaluation continues in production.	reported	course-6100015	04-18	04-18 lines 109–134; evaluation continuing in production to catch drift is 06-08 lines 23–28 (which also conflates drift with degradation). Topic 7.
kra-40	state_dict holds parameters and persistent registered buffers (BatchNorm running statistics, a normaliser registered with register_buffer); a non-persistent buffer and a plain attribute such as a category list are not saved	observed	https://github.com/pytorch/pytorch/blob/v2.14.0/torch/nn/modules/module.py	state_dict	checked in torch 2.14.0; module.py drops non-persistent buffers near line 2167; run-checks.log
kra-41	torch.load defaults to weights_only=True, which loads a dict of tensors, strings, lists and floats and refuses arbitrary pickled objects such as a whole module	observed	https://github.com/pytorch/pytorch/blob/v2.14.0/torch/serialization.py	load	weights_only=None resolved via _default_to_weights_only (lines 89-91, 1320, 1480-1481) in 2.14.0; run-checks.log, run.log
kra-42	Normaliser worked example: x = 140, launch mean 100 sd 20 gives z 2.00, logit -2.00, score 0.1192 (flagged at 0.05); refitted mean 130 sd 25 gives z 0.40, logit -3.60, score 0.0266 (not flagged)	observed	geron-pytorch	131	the book's own arithmetic; run-worked.log
kra-43	Autoencoder hand example on points near y = x with a one-number code: reconstruction ((x+y)/2, (x+y)/2), mean squared error (x-y)^2/4: 0.0100, 0.0100, 0.0025, 0.0025 and 0.5625 for (2, 0.5); a 99th-percentile threshold gives 10 alarms per 1,000 ordinary listings by construction	observed	geron-pytorch	728	the book's own arithmetic; run-worked.log
kra-44	Exercise part 1: threshold 0.05 chosen on validation listings, alarm level 1.820 at the 99th percentile, reloaded bundle gives identical flags	observed	geron-pytorch	733	run.log; deterministic, two identical runs
kra-45	Exercise weeks 1-10: banner from week 3 raises the alarm share from 0.005/0.004 to 0.138-0.168; folding knives from week 6 leave it flat while confirmed blades fall from 54/43/41 to 26/17/16/17/31 and precision from about 0.30 to 0.13-0.23; true recall 0.78/0.82 then 0.33-0.58	observed	huyen-dmls	331	run.log
kra-46	Audit test: weeks 1-5 confirmed 206 and 5 blades in 456 audited; weeks 6-10 confirmed 107 and 13 in 447; expected finds 2.5 if fewer blades were listed, 15.0 if more were missed; P(>=13 | 2.5) < 0.001, P(<=13 | 15.0) = 0.367; unflagged listings 4279 and 4360	observed	burkov-mle	260	run.log; unflagged counts = 5000 minus the printed weekly flags
kra-47	Retrained on reviewed, audited and presumed labels: shadow cost difference -414 +/- 107 over 2,000 listings; estimated recall live 0.550 (true 0.484), candidate 0.651 (true 0.573); folding knives caught 14 (live) and 10 (candidate) of 62; audit 167 listings, 3 blades, cost 501; 52 candidate-only flags	observed	huyen-dmls	323	run.log
kra-48	Variations: at a 3% audit the finds are 1 in 128 then 3 in 145, expected 0.6 vs 4.4, P 0.022 and 0.359, and the shadow recall estimates become 0.769 and 0.910 (true 0.484 and 0.573); with true labels for every launch week the candidate catches 30 of 62 folding knives, estimated recall 0.793 (true 0.742), cost difference -616 +/- 130	observed	burkov-mle	249	run-variations.log
kra-49	20,000 listings each, live model at 0.05: no change accuracy 0.939, recall 0.763, cost 476 per 1,000; banner 0.921, 0.742, 456; folding knives 0.936, 0.491, 718 (105 of 508 caught); at 0.02 with folding knives 0.614 recall, 770 per 1,000, 180 of 508	observed	ml-system-design	§14.4.4 How to react	run-checks.log
kra-50	Reader case: weeks 1-5 confirmed 206, 6 found in 403, unflagged 4287; weeks 6-10 confirmed 77, 3 in 420, unflagged 4414; expected finds 2.34 (fewer listed) vs 18.35 (more missed); lowering to 0.02 adds 426 flags (852) against about 11.5 blades (230) estimated from 1 in 37 audited; truth weeks 6-10 cost 1758 at 0.05, 2192 at 0.02	observed	burkov-mle	260	reader-case.log; truth section used only after the attempt
kra-51	Synthetic prices: an audited unflagged listing costs 3, different work from checking a flag (2) and separate from a missed blade (20); 10% of unflagged listings audited, about 90 a week	observed	burkov-mle	260	the book's own invented prices; run.log
