claim_id	paraphrase	label	source	locator	note
sac-15	Matmul intensity = M·N·K / (M·K + K·N + M·N) at 2 bytes per value; decode has M = 1 so it is always memory-bound; prefill with M = s can be compute-bound	reported	llm-serving	§5 Arithmetic Intensity in Matrix Multiplications	Table 5-9: 64→21, 512→170, 4096→1365 FLOPs/B; Table 5-10 prefill vs decode
sac-16	An L40S at FP16 crosses from memory- to compute-bound at about 419 FLOPs per byte (362 TFLOPS / 864 GB/s)	reported	llm-serving	§5 Boundaries of GPU Compute and Memory Bandwidth	vendor figure, dated
sac-17	A decode batch reads the weights once and emits one token per sequence, raising intensity; prefill saturates compute on its own above roughly a thousand prompt tokens	reported	llm-serving	§6 Why Do We Need Batching in Real-Time Serving?	the text says bandwidth is measured in FLOPS, a slip
sac-18	Dynamic batching dispatches on max batch size or max delay, whichever first; static batching can hold nine requests five minutes for a tenth	reported	llm-serving	§6 Dynamic Batching in Online Inference	ferry-boat analogy; larger batches raise latency and memory
sac-19	Continuous batching adds a queued request the moment one finishes; a max-batched-tokens limit sits beside max batch size because prompt lengths vary	reported	llm-serving	§6 Continuous Batching for LLM Online Inference	Figure 6-4; vLLM flags named
sac-20	Equal-length simultaneous-arrival batching diagrams are a cherry-picked happy path; chunked prefill splits a prompt into decode-sized chunks, improving inter-token latency and throughput at the cost of time to first token	reported	llm-serving	§6 Continuous Batching with Chunked Prefill	Figures 6-6 to 6-9
sac-21	MQA shares one K/V head, shrinking the cache 32× or 64× for 32- or 64-head models at an accuracy cost; GQA groups query heads per K/V head; Llama-3 uses 8 KV heads for 32 query heads	reported	llm-serving	§6 Scalable Attention Mechanisms	a smaller cache means less HBM traffic per decode step and more room for requests
sac-22	A serving service tracks every prompt as a sequence with an id in a workload manager that picks the next batch (FIFO, capped) for a worker process fed by a task queue	reported	llm-serving	§3 Batching	also Service Architecture and Tracking Every Prompt's Execution
sac-23	Uniform quantisation: q = round(x/s + z) clamped to the b-bit signed range; x ≈ s·(q − z); s is usually absmax/2^(b−1); z = 0 when symmetric	reported	quant-ru	13	equation read from the rendered slide; text extraction dropped it
sac-24	Symmetric uses the range ±absmax, asymmetric the range min..max; weights are usually symmetric, activations asymmetric	reported	quant-ru	14	seven-value INT8 example on the slide, read from the render
sac-25	Naive quantisation fails past about 6.7B parameters because of outlier activation features; LLM.int8 keeps those in 16-bit and int8 elsewhere, halving BLOOM-176B's memory; GPTQ reaches 4, 3 and 2 bits	reported	llm-deep-dive	188	printed p. 159; all figures are the book's citations of Dettmers 2022 and Frantar 2023
sac-26	QLoRA freezes a 4-bit NF4 base and backpropagates LoRA gradients through it; double quantisation shrinks the scales; 65B fine-tuning fell from over 780 GB to under 48 GB	reported	llm-deep-dive	190	printed p. 161
sac-27	Four-bit codes are not the integers 0–15 but indices into 16 float positions; only the base model is quantised, the LoRA matrices are not	reported	course-6100015	07-03	lines 175–197
sac-28	Eight bits give 256 levels, four bits 16; going from 16-bit to 4-bit saves four times the memory	reported	course-6100015	03-15	lines 47–65; NF4 named at 114 with no formula
sac-29	Reported footprints of one model: 0.9 GB before, 3.6 GB at 8-bit, 2.2 GB at 4-bit, 2.27 GB with adapters	disputed	course-6100015	07-05	lines 21, 33, 87, 108; the 8-bit figure exceeds the starting figure; do not use
sac-30	Cold starts of a single-request endpoint: about 80 s, 68 s and 65 s; about 30 s once weights sit on a persistent volume; near-instant while warm; the box sleeps after 2 min idle and takes 30 s to reload	reported	course-6100015	08-05	lines 1–13, 59, 135, 161, 204–212, 237–258; one platform, one session, T4
sac-40	Two-word prompt, seven-token answer: without a cache 3+4+...+9 = 42 key/value rows and n×n score tables; with a cache 9 rows, a 3×3 prefill then 1×4 .. 1×9; same greedy answer	observed	course-6538601	03-07	run.log; the book's own count on chapter 1's generator
sac-41	Cache size for an invented model (24 layers, 8 kv-heads of width 128, 2 bytes): 96 KB per token; 0.09 / 0.73 / 2.93 GB at 1,000 / 8,000 / 32,000 tokens; 32 kv-heads give 2.93 GB at 8,000; a 4,096 window holds 0.38 GB	observed	llm-serving	§5 Estimating KV Cache Size	run-worked.log; the source states the formula with attention heads, kv-heads is the book's substitution
sac-42	Eight-weight block: range 0.58, scale 0.03867, offset -0.31, codes 11 0 9 15 6 13 2 9, largest error 0.0180 under half a step 0.01933; with 2.4 in slot 3 the scale is 0.1807 and the other seven's largest error 0.09	observed	quant-ru	13	run.log, run-worked.log; the unsigned (max-min)/15 form and the half-step bound are the book's own, the source gives the signed symmetric form
sac-43	Generator's 2,240 weights: blocks of 8 give 1,120 bytes of codes plus 1,120 of 16-bit scales and offsets, largest error 0.1858; blocks of 64 give 140 bytes of bookkeeping, error 0.2151; the answer is unchanged; 3e9 weights are 5.59 / 2.79 / 1.40 GB at 2 / 1 / 0.5 bytes plus 0.17 GB at blocks of 64	observed	inference-eng	125–126	run.log, run-worked.log
sac-44	Invented machine (300 GB/s, 60 TFLOP/s, ratio 200) and a 4,096×4,096 matrix of 33.6 MB: memory time 111.8 us, compute 0.6 / 4.5 / 35.8 / 111.8 / 223.7 us at B = 1 / 8 / 64 / 200 / 400, per token 111.85 down to 0.56 us	observed	llm-serving	§5 Arithmetic Intensity in Matrix Multiplications	run-worked.log; the book's own machine
sac-45	CPU timings, eight threads, 2,048×2,048: 0.360 / 0.369 / 0.648 / 1.377 / 4.907 ms per step at B = 1 / 4 / 16 / 64 / 256, 359.6 to 19.2 us per token; d = 512 gives about 25 us at B = 1	observed	inference-eng	64	run.log, run-variations.log; measured, varies by machine
sac-46	Four requests of 3, 1, 4, 2 decode steps: static batching 16 slot-steps with 10 used (62%); continuous batching admitting a fifth request of 3 at step 2 uses 13 of 16 (81%)	observed	llm-serving	§6 Continuous Batching for LLM Online Inference	run-worked.log; the book's own table
sac-47	Two bits per weight: hand-block error 0.9611 at blocks of 8; at blocks of 64 the generator answers 'the leather slim boils water fast'	observed	llm-deep-dive	188	run-variations.log
sac-48	Reader case (invented): 0.8 requests/s, 600 prompt and 120 answer tokens, TTFT 180 ms, 28 tokens/s per request (4.3 s an answer), 3.4 decoding at once (0.8 x 4.3 s), 96 tokens/s total, 19% utilisation, 7.0 GB weights + 1.2 GB caches of 24 GB, 620 a month; proposal 2x arithmetic, 1.4x bandwidth, 48 GB, 1450; 7 GB at 28 steps/s is 196 GB/s; 4-bit reads 1.75 GB per step; headroom 48 requests	observed	inference-eng	65	reader-case.log, run-worked.log
