claim_id	paraphrase	label	source	locator	note
thaw-15	nn.LayerNorm has weight and bias but no buffers, so it has no running statistics to drift	observed	https://pytorch.org/docs/stable/generated/torch.nn.LayerNorm.html	module buffers	confirmed in run.log line 5; torch 2.14.0+cpu, as of 2026-09-13
thaw-16	Module.train() and eval() set the mode on every submodule and affect only modules such as Dropout and BatchNorm	reported	https://pytorch.org/docs/stable/generated/torch.nn.Module.html	train / eval docstrings	torch 2.14.0+cpu, as of 2026-09-13
thaw-17	Forgetting to switch between train() and eval() is one of the most common batch-norm mistakes	reported	geron-pytorch	p. 408	printed p. 378
thaw-18	In Keras, trainable=False on a BatchNormalization layer also makes it run in inference mode; Keras momentum defaults to 0.99 and weights the old moving value (moving = moving x momentum + batch x (1 - momentum))	reported	https://keras.io/api/layers/normalization_layers/batch_normalization/	momentum argument and trainable note	as of 2026-09-13; course-4735368 13-02 states the same trainable/inference coupling
thaw-19	Trainable (whether weights update) and training (the mode flag) are separate; during fine-tuning keep batch norm in inference mode so the pretrained mean and variance are not upset; dropout is the other layer with a mode	reported	course-4735368	13-02	
thaw-20	Parameter groups let one optimizer apply different hyperparameters, including learning rates, to different parameter sets; transfer learning is the common use	reported	geron-pytorch	p. 436	printed p. 406; p. 493 names differential learning rates
thaw-21	A frozen pretrained model can be used as a feature extractor and its features precomputed once, since they do not change	reported	raschka-qai	pp. 132–133	
thaw-22	Worked example: running mean 0, 0.2, 0.38, 0.542, 1.303, 1.757, 1.990 after 0, 1, 2, 3, 10, 20, 50 batches of mean 2 at momentum 0.1; closed form 2(1 - 0.9^n)	observed	geron-pytorch	p. 409	the book own arithmetic on the moving-average rule (PyTorch convention, thaw-10); running var 0.25 + 0.75 x 0.9^n: 1, 0.925, 0.858, 0.797, 0.512, 0.341, 0.254; eval output for 2.5 = (2.5 - mean)/sqrt(var): 2.5, 2.391, 2.289, 2.194, 1.674, 1.272, 1.013 (eps ignored)
thaw-23	Script Part 1 reproduces the table at 1, 10 and 50 batches	observed	https://pytorch.org/docs/stable/generated/torch.nn.BatchNorm1d.html	running_mean / running_var	run.log lines 1-3 from workspace/transfer-learning-freeze-then-thaw/exercise.py; eval output at 50 prints 1.0127 (eps and n/(n-1) variance), hand value 1.0128
thaw-24	Script Part 2: with requires_grad=False in train() mode, no weight moves but running_mean changes, the probe output changes by 11.325 and old-task accuracy falls from 0.994 to 0.534 while the new head reaches 0.985; with BN in eval() nothing moves, old 0.994, new 0.806; with momentum 0 the statistics stay but the head reaches only 0.519, train/eval features differ by up to 4.443	observed	geron-pytorch	p. 407	the book own run, run.log lines 6-13; seed 0, torch 2.14.0+cpu, CPU; the page is the moving-average/eval() mechanism the run exercises
thaw-25	Script thaw: parameter groups at 0.01 (head) and 0.001 (backbone), 300 steps with BN kept in eval(); max weight change head 1.3397, backbone 0.2451; new-task accuracy 0.894, old-task 0.967; running_mean unchanged	observed	geron-pytorch	p. 436	the book own run, run.log lines 14-15; seed 0, torch 2.14.0+cpu; the page is the parameter-groups mechanism
thaw-26	LoRA also freezes base weights and trains a separate diff	inferred	course-6100015	07-02	cross-reference to lora-is-a-low-rank-diff
