claim_id	paraphrase	label	source	locator	note
stc-19	Pooling worked example: masked mean (0.409, 0.409) vs naive mean including an invented padding row (1.557, -0.943)	observed	course-4735368	34-04	the book's own numbers; source row anchors the method; run-worked.log section 4
stc-20	Contrastive image-text loss: normalise, batch cosine matrix, cross-entropy per row with the diagonal as target, divide by a trainable temperature; large batches supply negatives	inferred	geron-pytorch	pp. 702–703	physical pages
stc-21	sentence-transformers MultipleNegativesRankingLoss defaults: scale=20.0, similarity_fct=cos_sim; docstring: scale = 1 / temperature, so scale 20 equals temperature 0.05	reported	https://pypi.org/project/sentence-transformers/6.0.1/	sentence_transformer/losses/multiple_negatives_ranking.py lines 21-22, 65-67	read from the 6.0.1 sdist on 2026-09-13
stc-22	Contrastive row q=(1,0), match (0.6,0.8), negative (0.8,-0.6): at tau 1 p 0.4502 loss 0.7981 slope -0.5498; at tau 0.05 scores 12/16 p 0.018 loss 4.0181 slope -19.6403; step 0.02 moves cosines to 0.8122 and 0.641	observed	geron-pytorch	pp. 702–703	the book's own numbers; source row anchors the method; run-worked.log section 4c
stc-23	Loss floor with 63 negatives at cosine -1: 2.254 at tau 1; effectively zero at tau 0.05	observed	geron-pytorch	pp. 702–703	the book's own numbers; source row anchors the method; run-worked.log section 4c: ln(1 + 63 e^(-2/tau))
stc-24	Spanish queries against an encoder trained on same-language pairs return irrelevant products; cross-language pairs are the remedy	inferred	course-4735368	34-04	lecture also notes the checkpoint was not multilingual; the chapter states the pair mechanism only
stc-25	At inference a decoder starts from a start token, predicts one token, appends it and repeats until an end token; in training the whole target is passed at once and the mask stops each position attending to later ones	inferred	course-6538601	02-03	
stc-26	Decoder at test time generates word by word from a start token; future words must not be used in training	inferred	course-4735368	28-02	
stc-27	Generation loop: probabilities for the next token, pick one (commonly the most likely), append, feed back; temperature is an API field; temperature 0 always picks the highest-probability token; higher temperature samples further from the top	inferred	course-6100015	03-20	
stc-28	Greedy search takes the argmax token at each step; temperature sampling divides the logits by t inside the softmax; lower t concentrates probability on likely tokens	inferred	llm-deep-dive	pp. 88–89	physical pages (printed 58–59), §2.5.4.2
stc-29	Temperature table over logits (3,2,1,0): T 0.5 -> 0.865, 0.117, 0.016, 0.002; T 1 -> 0.644, 0.237, 0.087, 0.032; T 2 -> 0.455, 0.276, 0.167, 0.102; next-token loss 0.4402 for the top token, 3.4402 for the last	observed	llm-deep-dive	pp. 88–89	the book's own numbers; source row anchors the method; run-worked.log section 5
stc-30	Exercise: English top-1 6/6 by step 100, loss 0.0002 at step 300; Spanish top-1 1/6; Spanish-only embedding rows unchanged, Spanish query vectors changed; generator loss 4.0101 -> 0.1855; four continuations of 'the' at 0.2499; T=0 and T=2 outputs; causal change 0.00e+00 vs 5.01e+00	observed	course-4735368	34-04	the book's own numbers; source row anchors the method; corpus/search-the-catalogue/run.log
stc-31	Cost example: 2,000,000 titles x 1,000 queries a minute = 2,000,000,000 pair-scorer passes a minute vs 1,000 encoder passes plus a one-time 2,000,000	observed	course-4735368	34-02	the book's own numbers; source row anchors the method; book's own example; run-worked.log section 4b
stc-32	Llama 3.1 tokenizer vocabulary of 128,256 entries (128,000 ordinary plus 256 special); used only for "more than a hundred thousand entries"	reported	course-6100015	03-13	as of the recording
stc-33	Exercise variations: scale 1 stops at loss 0.9187 with English top-1 6/6 (floor ln(1+5e^-2) = 0.517); adding Spanish-title pairs gives Spanish top-1 6/6 and changes the Spanish-only rows	observed	course-4735368	34-04	the book's own run; corpus/search-the-catalogue/run-variations.log
stc-34	Hosted models charge per input and output token	inferred	course-6100015	01-32	prices not used
stc-35	A transformer layer adds its attention output back to its input (residual) and stacks several heads and a feed-forward network per layer	inferred	course-4735368	28-02	
