claim_id	paraphrase	label	source	locator	note
bta-13	Hit rate is the proportion of queries whose most relevant contexts appear within the top K; a hit rate above MRR points to poor ranking and suggests a reranker.	reported	llm-deep-dive	324-325	printed 296-297; dump pages/llm-deep-dive-324-325.txt
bta-14	Fixed-size chunking can split a table so the first chunk holds the year headers and the next holds bare numbers that cannot be tied to a year; if retrieval returns the second chunk the numbers have no meaning.	reported	course-6199297	03-09	line 1 of the .en.txt; machine translation, caution field required
bta-15	The repair is to split a large table a few rows at a time and repeat the header in every chunk, which needs a parser that exposes table structure and header flags.	reported	course-6199297	03-09	lines 3 and 11; machine translation
bta-16	A chunk can answer the question yet lack context from elsewhere in the document: the award chunk names only the first name because the full name sits at the top of the HR record.	reported	course-6100015	05-16	lines 105-122
bta-17	Reranking asks a model to order retrieved chunks by relevance without answering, then truncates; on the Manchester question it moved the relevant chunk from fifth of twenty to first.	reported	course-6100015	05-29	lines 1-22, 125-130; reranker prompt at 05-28 lines 92-131
bta-18	Query rewriting can hurt: the rewritten query tends to add the company name, surfacing generic documents and burying the specific record, and reranking does not always recover it.	reported	course-6100015	05-29	lines 140-159; a repair with its own failure
bta-19	Query expansion retrieves for both the original and the rewritten query, merges and de-duplicates, reranks against the original question and keeps the top ten.	reported	course-6100015	05-30	lines 138-190
bta-20	A table of bare numbers embeds poorly; rewriting it into query-friendly prose before indexing, and semantic chunking by meaning, are the preprocessing repairs.	reported	course-6100015	05-25	lines 120-149
bta-21	The model never executes code: the prompt describes the tools in JSON, the model replies with a request, the code runs the function and calls the model again with the history plus the result; each call is stateless.	reported	course-6100015	02-15	lines 61-109, 137-144
bta-22	Told in a plain chat window that it may reply with a fixed tool phrase, the model answers a fare question with that literal phrase instead of an answer.	reported	course-6100015	02-15	lines 112-134
bta-23	The single-shot loop: check the finish reason, match the function name in an if statement, parse the argument, call the function, append a message with role tool, call the model a second time.	reported	course-6100015	02-17	lines 183-227
bta-24	Structured outputs work by putting a JSON schema in the prompt and, at inference, zeroing the probability of any next token that would break the schema; the remaining failure is non-termination.	reported	course-6100015	08-12	lines 55-74, 90-117
bta-25	Dispatch by looking the tool name up in Python globals is called a hack; the lecturer says the safe form is an explicit name check.	reported	course-6100015	08-16	lines 137-153; NOT a dictionary here
bta-26	The agent loop is while not done; done becomes true when the reply contains no tool call; the production version dispatches through a dictionary from tool name to function.	reported	course-6100015	08-17	lines 25-40, 102-108, 112-115; no iteration cap or error path in the course
bta-27	Excessive agency has three forms: excessive functionality (an extension that can delete when only read was needed), excessive permissions (a read tool using an identity with UPDATE/INSERT/DELETE, or a shared high-privilege identity), excessive autonomy (deletions without confirmation).	reported	owasp-llm	27	printed 23; first example's label is on p. 26; mitigations minimise extensions and their functions
bta-28	Prompt-injection mitigations include least privilege with the application holding its own tokens and handling functions in code, human approval for high-risk actions, and segregating and labelling external content; scenario 4 is a modified document in a RAG store.	reported	owasp-llm	9	printed 5; mitigations 4-7 and scenarios 1-7
bta-29	Design-level limits on agency and aggressive output filtering are a pair: design is the first line and filtering the safety net; a keyword list containing bomb blocks historical discussion.	reported	llm-security-playbook	100	printed 82; corrects the earlier catalogue sentence that said limits only, not filtering
bta-30	The random pricer's mean error over the first 200 test items is 382.08 dollars, quoted as plus or minus 37 dollars at a 95 percent confidence interval; the lecture never says standard error.	reported	course-6100015	06-13	lines 71-78, 152-164, 186-207; SE about 19 would be the book's own arithmetic (37/1.96), label observed
bta-40	Hand example: ranks 1,1,2,3,1,5 give reciprocal ranks 1, 1, 0.5, 0.333, 1, 0.2, MRR 0.672, recall@3 5/6 = 0.833, three of six at the top	observed	llm-deep-dive	324	the book's own arithmetic; run-worked.log
bta-41	Exercise: whole sheets MRR 0.708 recall@3 0.917; four-line chunks MRR 0.500, recall@3 0.583, keyword proxy 0.917; header repeated MRR 0.589; two-line chunks 0.519; kettle table chunk at rank 5 for the reader case	observed	course-6100015	05-22	run.log, reader-case.log; seed 0
bta-42	Ten seeds, six table questions: MRR 0.244 without header vs 0.288 with, at four lines; 0.178 vs 0.236 at two lines; whole sheets 0.564	observed	course-6199297	03-09	run-seeds.log
bta-43	Loop cases: A runs search and get_price; B retrieves the edited kettle sheet, refuses apply_coupon as a write without confirmation, and the writer still answers that the kettle is free; C runs the confirmed SPRING10 coupon (36.0); D refuses delete_listing at the schema	observed	owasp-llm	27	run.log
bta-44	Standard error of a difference: 0.833 vs 0.917 at n = 12 gives SE 0.134 (0.6 SE); at n = 300 SE 0.027 (3.1 SE); a ±37 interval at 95% is SE 18.9	observed	course-6100015	06-13	run-worked.log; the course reports a 95% interval, the SE conversion is the book's
bta-45	Variations: WRITES empty makes case B run apply_coupon; training the encoder on table rows lifts four-line MRR to 0.636 and header-repeated to 0.660	observed	course-6100015	05-25	run-variations.log
bta-46	A small frontier model fine-tuned by supervised fine-tuning on 20,000 priced examples scored $75.91 mean error, worse than its own base model on the same 200-item test	reported	course-6100015	06-25	single run; the base figure is in 06-20 and 06-21; ladder material banked for chapter 8
bta-47	Worked question 1 (2026-09-22): recall@3 0.667 (four-line chunks, header repeated) vs 0.917 (whole sheets) at n = 12: SE sqrt((0.667 x 0.333 + 0.917 x 0.083) / 12) = 0.158, 1.6 SE; three SE at n = 12 is 0.47; n for three SE = 9 x 0.298 / 0.0625 = 43	observed	course-6100015	06-13	the book's own arithmetic; run-worked.log section 5
